min_samples_split,max_depth,accuracy_score
2.0,1.0,0.7773333333333333
2.0,2.0,0.7823333333333333
2.0,3.0,0.7839166666666667
2.0,4.0,0.7849166666666667
2.0,5.0,0.7885833333333333
2.0,6.0,0.7885
2.0,7.0,0.7934166666666667
